algorithm,dataset,repetition,quality,supp+,time
SMHDD,nakayama-pn-width-4_nominal,4,17.4,1.0,6.451
SMHDD,nakayama-pn-width-4_nominal,5,17.3,1.0,6.183
SMHDD,nakayama-pn-width-4_nominal,6,18.7,1.0,7.137
SMHDD,nakayama-pn-width-4_nominal,7,18.5,1.0,7.648
SMHDD,nakayama-pn-width-4_nominal,8,18.2,1.0,5.839
SMHDD,nakayama-pn-width-4_nominal,9,16.6,1.0,6.544
SMHDD,nakayama-pn-width-4_nominal,10,17.6,1.0,4.703
SD,pomeroy-pn-width-4_nominal,1,11.7,0.9743589743589743,1.016
SD,pomeroy-pn-width-4_nominal,2,11.7,0.9743589743589743,1.018
SD,pomeroy-pn-width-4_nominal,3,11.7,0.9743589743589743,1.015
SD,pomeroy-pn-width-4_nominal,4,11.7,0.9743589743589743,1.012
SD,pomeroy-pn-width-4_nominal,5,11.7,0.9743589743589743,1.01
SD,pomeroy-pn-width-4_nominal,6,11.7,0.9743589743589743,1.019
SD,pomeroy-pn-width-4_nominal,7,11.7,0.9743589743589743,1.012
SD,pomeroy-pn-width-4_nominal,8,11.7,0.9743589743589743,1.02
SD,pomeroy-pn-width-4_nominal,9,11.7,0.9743589743589743,1.008
SD,pomeroy-pn-width-4_nominal,10,11.7,0.9743589743589743,1.016
SSDP+,pomeroy-pn-width-4_nominal,1,21.0,0.9743589743589743,2.812
SSDP+,pomeroy-pn-width-4_nominal,2,21.0,0.9743589743589743,2.589
SSDP+,pomeroy-pn-width-4_nominal,3,22.3,0.9743589743589743,3.174
SSDP+,pomeroy-pn-width-4_nominal,4,21.7,0.8717948717948718,3.27
SSDP+,pomeroy-pn-width-4_nominal,5,21.6,0.9230769230769231,3.115
SSDP+,pomeroy-pn-width-4_nominal,6,20.6,0.8717948717948718,2.126
SSDP+,pomeroy-pn-width-4_nominal,7,20.1,0.8717948717948718,1.989
SSDP+,pomeroy-pn-width-4_nominal,8,21.0,0.9743589743589743,2.294
SSDP+,pomeroy-pn-width-4_nominal,9,21.8,0.9743589743589743,2.669
SSDP+,pomeroy-pn-width-4_nominal,10,22.0,0.9743589743589743,3.539
SMHDD,pomeroy-pn-width-4_nominal,1,21.0,0.9743589743589743,0.925
SMHDD,pomeroy-pn-width-4_nominal,2,21.0,0.9743589743589743,0.813
SMHDD,pomeroy-pn-width-4_nominal,3,22.3,0.9743589743589743,1.153
SMHDD,pomeroy-pn-width-4_nominal,4,21.7,0.8717948717948718,1.25
SMHDD,pomeroy-pn-width-4_nominal,5,21.6,0.9230769230769231,1.093
SMHDD,pomeroy-pn-width-4_nominal,6,20.6,0.8717948717948718,0.677
SMHDD,pomeroy-pn-width-4_nominal,7,20.1,0.8717948717948718,0.645
SMHDD,pomeroy-pn-width-4_nominal,8,21.0,0.9743589743589743,0.762
SMHDD,pomeroy-pn-width-4_nominal,9,21.8,0.9743589743589743,0.874
SMHDD,pomeroy-pn-width-4_nominal,10,22.0,0.9743589743589743,1.216
SD,shipp-pn-width-4_nominal,1,26.8,0.9482758620689655,1.327
SD,shipp-pn-width-4_nominal,2,26.8,0.9482758620689655,1.329
SD,shipp-pn-width-4_nominal,3,26.8,0.9482758620689655,1.322
SD,shipp-pn-width-4_nominal,4,26.8,0.9482758620689655,1.324
SD,shipp-pn-width-4_nominal,5,26.8,0.9482758620689655,1.323
SD,shipp-pn-width-4_nominal,6,26.8,0.9482758620689655,1.319
SD,shipp-pn-width-4_nominal,7,26.8,0.9482758620689655,1.324
SD,shipp-pn-width-4_nominal,8,26.8,0.9482758620689655,1.324
SD,shipp-pn-width-4_nominal,9,26.8,0.9482758620689655,1.323
SD,shipp-pn-width-4_nominal,10,26.8,0.9482758620689655,1.33
SSDP+,shipp-pn-width-4_nominal,1,40.2,0.9482758620689655,4.327
